tax_name,tax_name_english,english_explanation,revenue_eur,revenue_pct_gdp,source_for_data,notes
Retenue sur les bénéfices non commerciaux,Tax on non business profits,Eurostat national-tax-list line classified as ESA code D51O. Economic function: corporate capital income.,660000000,0.022604,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D51O; DETAILS C07; 2024","Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope."
"Sommes constatées par les clubs de jeux au titre des ""orphelins""",Low-yield budget-raising levy on production paid by businesses,Low-yield budget-raising levy on production paid by businesses. Collector: DGFiP. Beneficiary: Centre communal d'action sociale de la ville de Paris.,,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 341; Enjeu 2024",Cour low-yield-tax inventory id 341. Status: Créée entre 2019 et 2024. Objective: Rendement; payer: Entreprises; base: Production. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.
Soulte rhum et tafias,Low-yield behavioural incentive levy on production paid by businesses,Low-yield behavioural incentive levy on production paid by businesses. Collector: DGDDI. Beneficiary: Budget général.,,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 347; Enjeu 2024",Cour low-yield-tax inventory id 347. Status: En vigueur entre 2019 et 2024. Objective: Incitation; payer: Entreprises; base: Production. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.
Surtaxe sur les eaux minérales,Low-yield budget-raising levy on production paid by businesses,Low-yield budget-raising levy on production paid by businesses. Collector: DGFiP. Beneficiary: Communes / Départements.,19989326,0.000685,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 171; Enjeu 2024","Cour low-yield-tax inventory id 171. Status: En vigueur entre 2019 et 2024. Objective: Rendement; payer: Entreprises; base: Production. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 22.587m. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions."
"TA-TINB - Taxe additionnelle à la taxe sur les installations nucléaires de base dite ""Accompagnement""",Low-yield budget-raising levy on production paid by businesses,"Low-yield budget-raising levy on production paid by businesses. Collector: DGFiP. Beneficiary: Groupements d'intérêt public ""Objectif Meuse"" / Groupements d'intérêt public ""Haute-Marne"".",65779428,0.002253,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 173; Enjeu 2019 uprated to 2024 using INSEE CPI",Cour low-yield-tax inventory id 173. Status: En vigueur entre 2019 et 2024. Objective: Rendement; payer: Entreprises; base: Production. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 57.232m. No Cour Enjeu 2024 figure; revenue is an estimate from Cour Enjeu 2019 uprated to 2024 using INSEE annual-average CPI inflation for 2020-2024. CPI uprating factor used: 1.149347008.
"TA-TINB - Taxe additionnelle à la taxe sur les installations nucléaires de base dite ""de stockage""",Low-yield budget-raising levy on production paid by businesses,"Low-yield budget-raising levy on production paid by businesses. Collector: DGFiP. Beneficiary: Communes, départements et EPCI proches de centres de stockage de déchets radioactifs.",3300000,0.000113,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 174; Enjeu 2024","Cour low-yield-tax inventory id 174. Status: En vigueur entre 2019 et 2024. Objective: Rendement; payer: Entreprises; base: Production. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 3.3m. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions."
"TA-TINB - Taxe additionnelle à la taxe sur les installations nucléaires de base dite ""Recherche""",Low-yield budget-raising levy on production paid by businesses,Low-yield budget-raising levy on production paid by businesses. Collector: DGFiP. Beneficiary: Agence nationale pour la gestion des déchets radioactifs (Andra).,63237400,0.002166,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 176; Enjeu 2024","Cour low-yield-tax inventory id 176. Status: En vigueur entre 2019 et 2024. Objective: Rendement; payer: Entreprises; base: Production. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 64.35m. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions."
Taxe additionnelle au droit de bail,Low-yield budget-raising levy on capital paid by individuals,Low-yield budget-raising levy on capital paid by individuals. Collector: DGFiP. Beneficiary: Budget général.,,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 184; Enjeu 2024",Cour low-yield-tax inventory id 184. Status: En vigueur entre 2019 et 2024. Objective: Rendement; payer: Particuliers; base: Capital. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.
Taxe additionnelle départementale à la taxe de séjour,Low-yield budget-raising levy on consumption paid by individuals,Low-yield budget-raising levy on consumption paid by individuals. Collector: Communes / Groupements de communes. Beneficiary: Départements.,71402694,0.002445,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 185; Enjeu 2024","Cour low-yield-tax inventory id 185. Status: En vigueur entre 2019 et 2024. Objective: Rendement; payer: Particuliers; base: Consommation. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 49.943m. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions."
Taxe additionnelle régionale de 15% à la taxe de séjour IDF,Low-yield budget-raising levy on consumption paid by individuals,Low-yield budget-raising levy on consumption paid by individuals. Collector: Région Ile-de-France. Beneficiary: Société des grands projets (SGP).,15000000,0.000514,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 186; Enjeu 2024","Cour low-yield-tax inventory id 186. Status: Créée entre 2019 et 2024. Objective: Rendement; payer: Particuliers; base: Consommation. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 1.5m. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions."
Taxe additionnelle sur le foncier non-bâti,Low-yield budget-raising levy on capital paid by individuals,Low-yield budget-raising levy on capital paid by individuals. Collector: DGFiP. Beneficiary: Collectivités territoriales.,94200000,0.003226,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 354; Enjeu 2024","Cour low-yield-tax inventory id 354. Status: Créée entre 2019 et 2024. Objective: Rendement; payer: Particuliers; base: Capital. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions."
Taxe additionnelle à la TASCOM,Low-yield budget-raising levy on production paid by businesses,Low-yield budget-raising levy on production paid by businesses. Collector: DGFiP. Beneficiary: Budget général.,,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 178; Enjeu 2024",Cour low-yield-tax inventory id 178. Status: En vigueur entre 2019 et 2024. Objective: Rendement; payer: Entreprises; base: Production. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.
"Taxe additionnelle à la taxe de séjour dans les départements de l'Hérault, de l'Aude et des Pyrénées-Orientales",Low-yield budget-raising levy on consumption paid by individuals,Low-yield budget-raising levy on consumption paid by individuals. Collector: Communes / Groupements de communes. Beneficiary: Société de la Ligne Nouvelle Montpellier-Perpignan.,,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 351; Enjeu 2024",Cour low-yield-tax inventory id 351. Status: Créée entre 2019 et 2024. Objective: Rendement; payer: Particuliers; base: Consommation. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.
"Taxe additionnelle à la taxe de séjour dans les départements de la Gironde, des Landes, du Lot-et-Garonne, des Pyrénées-Atlantiques, de la Haute-Garonne, du Gers, des Hautes-Pyrénées, de l'Ariège, du Lot, du Tarn et du Tarn-et-Garonne",Low-yield budget-raising levy on consumption paid by individuals,Low-yield budget-raising levy on consumption paid by individuals. Collector: Communes / Groupements de communes. Beneficiary: Société du Grand Projet du Sud-Ouest (SGPSO).,,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 350; Enjeu 2024",Cour low-yield-tax inventory id 350. Status: Créée entre 2019 et 2024. Objective: Rendement; payer: Particuliers; base: Consommation. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.
"Taxe additionnelle à la taxe de séjour dans les départements des Bouches-du-Rhône, du Var et des Alpes-Maritimes",Low-yield budget-raising levy on consumption paid by individuals,Low-yield budget-raising levy on consumption paid by individuals. Collector: Communes / Groupements de communes. Beneficiary: Société de la Ligne Nouvelle Provence Côte d'Azur.,,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 349; Enjeu 2024",Cour low-yield-tax inventory id 349. Status: Créée entre 2019 et 2024. Objective: Rendement; payer: Particuliers; base: Consommation. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.
Taxe additionnelle à la taxe sur les certificats d'immatriculation des véhicules de tourisme (Art 34 LFI 2018),Low-yield budget-raising levy on consumption paid by individuals,Low-yield budget-raising levy on consumption paid by individuals. Collector: Professionnels du commerce de l'automobile titulaires d'une commission délivrée par l'administration des finances et ministère intérieur. Beneficiary: Budget général.,,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 182; Enjeu 2024",Cour low-yield-tax inventory id 182. Status: En vigueur entre 2019 et 2024. Objective: Rendement; payer: Particuliers; base: Consommation. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.
Taxe affectée au financement de l'institut des corps gras,Low-yield budget-raising levy on consumption paid by businesses,Low-yield budget-raising levy on consumption paid by businesses. Collector: Etablissement national des produits de l’agriculture et de la mer (FranceAgriMer). Beneficiary: Institut des corps gras (ITERG).,602515,0.000021,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 190; Enjeu 2024","Cour low-yield-tax inventory id 190. Status: En vigueur entre 2019 et 2024. Objective: Rendement; payer: Entreprises; base: Consommation. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 0.509m. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions."
Taxe affectée au financement d’un nouveau Centre Technique Industriel de la plasturgie et des composites,Low-yield market-failure correction levy on consumption paid by businesses,Low-yield market-failure correction levy on consumption paid by businesses. Collector: DGDDI. Beneficiary: Centre technique industriel de la plasturgie et des composites (CTIPC).,7440000,0.000255,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 189; Enjeu 2024","Cour low-yield-tax inventory id 189. Status: En vigueur entre 2019 et 2024. Objective: Correction défaillance marché; payer: Entreprises; base: Consommation. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 6.376m. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions."
Taxe annuelle due par les laboratoires de biologie médicale,Low-yield budget-raising levy on production paid by businesses,Low-yield budget-raising levy on production paid by businesses. Collector: Agences régionales de santé (ARS). Beneficiary: Caisse nationale d'assurance-maladie (CNAM).,71000000,0.002432,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 192; Enjeu 2024","Cour low-yield-tax inventory id 192. Status: En vigueur entre 2019 et 2024. Objective: Rendement; payer: Entreprises; base: Production. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions."
Taxe annuelle sur la vente des produits phytopharmaceutiques,Low-yield behavioural incentive levy on consumption paid by businesses,Low-yield behavioural incentive levy on consumption paid by businesses. Collector: DGFiP. Beneficiary: Agence nationale de sécurité sanitaire (Anses).,4179000,0.000143,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 194; Enjeu 2024","Cour low-yield-tax inventory id 194. Status: En vigueur entre 2019 et 2024. Objective: Incitation; payer: Entreprises; base: Consommation. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 4.42m. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions."
"Taxe annuelle sur les engins maritimes à usage personnel (TAEMUP) – Part ""filière de responsabilité élargie du producteur""",Low-yield service-related levy on consumption paid by individuals,Low-yield service-related levy on consumption paid by individuals. Collector: Guichet unique de la fiscalité de la plaisance (GUFIP). Beneficiary: Filière de responsabilité élargie du producteur (REP) relative aux navires de plaisance et de sport hors d’usage (NPSHU).,44900000,0.001538,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 197; Enjeu 2024","Cour low-yield-tax inventory id 197. Status: En vigueur entre 2019 et 2024. Objective: Service rendu; payer: Particuliers; base: Consommation. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 0.876m. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions."
"Taxe annuelle sur les engins maritimes à usage personnel (TAEMUP) – Part ""organismes de secours et de sauvetage en mer agréés""",Low-yield service-related levy on consumption paid by individuals,Low-yield service-related levy on consumption paid by individuals. Collector: Guichet unique de la fiscalité de la plaisance (GUFIP). Beneficiary: Organismes de secours et de sauvetage en mer agréés (Art L742-9 Code de la sécurité intérieure).,44900000,0.001538,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 198; Enjeu 2024","Cour low-yield-tax inventory id 198. Status: En vigueur entre 2019 et 2024. Objective: Service rendu; payer: Particuliers; base: Consommation. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions."
"Taxe annuelle sur les engins maritimes à usage personnel (TAEMUP), fraction perçue sur les engins battant pavillon français (ex-Droit annuel de francisation et de navigation hors Corse - Fraction CELRL)",Low-yield service-related levy on capital paid by individuals,"Low-yield service-related levy on capital paid by individuals. Collector: Direction générale des affaires maritimes, de la pêche et de l'aquaculture (DGAMPA). Beneficiary: Conservatoire de l'espace littoral et des rivages lacustres.",44900000,0.001538,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 59; Enjeu 2024","Cour low-yield-tax inventory id 59. Status: En vigueur entre 2019 et 2024. Objective: Service rendu; payer: Particuliers; base: Capital. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 38.5m. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions."
"Taxe annuelle sur les engins maritimes à usage personnel, fraction perçue sur les engins ne battant pas pavillon français (ex-Droit de passeport (applicable aux grands navires de plaisance))",Low-yield budget-raising levy on capital paid by individuals,Low-yield budget-raising levy on capital paid by individuals. Collector: DGDDI. Beneficiary: Budget général.,160000,0.000005,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 65; Enjeu 2024","Cour low-yield-tax inventory id 65. Status: En vigueur entre 2019 et 2024. Objective: Rendement; payer: Particuliers; base: Capital. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions."
"Taxe annuelle sur les locaux à usage de bureaux, les locaux commerciaux, les locaux de stockage et les surfaces de stationnement annexées à ces catégories de locaux perçue dans la région Ile-de-France",Low-yield budget-raising levy on capital paid by businesses,Low-yield budget-raising levy on capital paid by businesses. Collector: DGFiP. Beneficiary: Fonds national d'aide au logement (FNAL).,24200000,0.000829,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 199; Enjeu 2024","Cour low-yield-tax inventory id 199. Status: En vigueur entre 2019 et 2024. Objective: Rendement; payer: Entreprises; base: Capital. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 116.1m. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions."
"Taxe annuelle sur les locaux à usage de bureaux, les locaux commerciaux, les locaux de stockage et les surfaces de stationnement perçue dans les départements des Bouches-du-Rhône, du Var et des Alpes-Maritimes",Low-yield service-related levy on capital paid by businesses,Low-yield service-related levy on capital paid by businesses. Collector: DGFiP. Beneficiary: Budget général.,,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 362; Enjeu 2024",Cour low-yield-tax inventory id 362. Status: Créée entre 2019 et 2024. Objective: Service rendu; payer: Entreprises; base: Capital. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.
Taxe annuelle sur les logements vacants,Low-yield behavioural incentive levy on capital paid by individuals,Low-yield behavioural incentive levy on capital paid by individuals. Collector: DGFiP. Beneficiary: Agence nationale de l’habitat (ANAH).,100517292,0.003442,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 200; Enjeu 2019 uprated to 2024 using INSEE CPI",Cour low-yield-tax inventory id 200. Status: En vigueur entre 2019 et 2024. Objective: Incitation; payer: Particuliers; base: Capital. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 87.456m. No Cour Enjeu 2024 figure; revenue is an estimate from Cour Enjeu 2019 uprated to 2024 using INSEE annual-average CPI inflation for 2020-2024. CPI uprating factor used: 1.149347008.
Taxe annuelle sur les médicaments pharmaceutiques vétérinaires,Low-yield budget-raising levy on production paid by businesses,Low-yield budget-raising levy on production paid by businesses. Collector: Agence nationale de sécurité sanitaire (ANSES). Beneficiary: Agence nationale de sécurité sanitaire (Anses).,4450000,0.000152,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 201; Enjeu 2024","Cour low-yield-tax inventory id 201. Status: En vigueur entre 2019 et 2024. Objective: Rendement; payer: Entreprises; base: Production. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 3.701m. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions."
Taxe applicable aux demandes de validation d'une attestation d'accueil,Low-yield service-related levy on consumption paid by individuals,Low-yield service-related levy on consumption paid by individuals. Collector: Communes. Beneficiary: Office français de l'immigration et de l'intégration (OFII).,,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 203; Enjeu 2024",Cour low-yield-tax inventory id 203. Status: En vigueur entre 2019 et 2024. Objective: Service rendu; payer: Particuliers; base: Consommation. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.
Taxe chambre métier,Tax benefitting to the Chamber of Trades and Crafts,Eurostat national-tax-list line classified as ESA code D29A. Economic function: capital/stock of wealth.,214000000,0.007329,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D29A; DETAILS C14; 2024","Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope."
Taxe d'habitation - Part sur la consommation,Council tax - Tax on consumption,Eurostat national-tax-list line classified as ESA code D59A. Economic function: consumption. Environmental/property tag: recurrent immovable property.,1327000000,0.045447,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D59A; DETAILS C05; 2024","Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope."
Taxe d'habitation - Part sur le capital,Council tax - Tax on capital,Eurostat national-tax-list line classified as ESA code D59A. Economic function: capital/stock of wealth. Environmental/property tag: recurrent immovable property.,1990000000,0.068153,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D59A; DETAILS C04; 2024","Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope."
Taxe d'habitation sur les logements vacants,Low-yield behavioural incentive levy on capital paid by individuals,Low-yield behavioural incentive levy on capital paid by individuals. Collector: DGFiP. Beneficiary: Communes / EPCI.,,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 212; Enjeu 2024",Cour low-yield-tax inventory id 212. Status: En vigueur entre 2019 et 2024. Objective: Incitation; payer: Particuliers; base: Capital. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.
Taxe de balayage,Low-yield budget-raising levy on capital paid by individuals,Low-yield budget-raising levy on capital paid by individuals. Collector: Direction générale des collectivités locales (DGCL). Beneficiary: Communes.,117511142,0.004024,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 206; Enjeu 2024","Cour low-yield-tax inventory id 206. Status: En vigueur entre 2019 et 2024. Objective: Rendement; payer: Particuliers; base: Capital. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 110.34m. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions."
