tax_name,tax_name_english,english_explanation,revenue_eur,revenue_pct_gdp,source_for_data,notes,chart_label_en,layer_1,layer_2,layer_3,layer_4,classification_notes,display_explanation,chart_include,chart_revenue_eur,chart_revenue_pct_gdp,netted_adjustments_eur,netting_notes
Participation des employeurs à l'effort de construction,Employers' contribution to building effort,Eurostat national-tax-list line classified as ESA code D29C. Economic function: employer labour.,1497000000,0.051269,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D29C; DETAILS C13; 2024","Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope.",Construction payroll levy,Employment,Employer payroll and labour levies,Payroll levies,Participation des employeurs à l'effort de construction,"UK-equivalent treatment: employer payroll levies sit with employment taxes, like apprenticeship levy/NICs.",Employer levy for housing construction and support.,yes,1497000000,0.051269,0,
Permis de chasser,Low-yield service-related levy on consumption paid by individuals,"Low-yield service-related levy on consumption paid by individuals. Collector: Office français de la biodiversité (OFB), anciennement ONCFS. Beneficiary: Budget général.",,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 114; Enjeu 2024",Cour low-yield-tax inventory id 114. Status: En vigueur entre 2019 et 2024. Objective: Service rendu; payer: Particuliers; base: Consommation. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.,Hunting licence,Other,Service-related tax-like charges,Low-yield administrative/service charges,Permis de chasser,Cour service-related row classified from legal label.,Hunting licence charge counted as tax-like revenue.,no,,,0,
Produit de l'imposition chambre de commerce,Fees of the chambers of commerce and industry,Eurostat national-tax-list line classified as ESA code D29A. Economic function: capital/stock of wealth.,525000000,0.017980,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D29A; DETAILS C13; 2024","Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope.",Commerce chamber tax 1,Business,Business production and sector levies,Production/sector levies,Produit de l'imposition chambre de commerce,French-specific production/sector business levy.,A business levy used to fund chambers of commerce.,yes,525000000,0.017980,0,
Produits de la loterie nationale et du loto,Levies on the French national lottery,Eurostat national-tax-list line classified as ESA code D214F. Economic function: consumption.,3988000000,0.136580,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D214F; DETAILS C01; 2024","Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope.",Lottery duties,Goods/services,"Betting, gaming and lottery",Gaming/gambling duties,Produits de la loterie nationale et du loto,Direct UK equivalent: betting/gaming/lottery duties.,Taxes on lottery products.,yes,3634113144,0.124460,-353886856,"Netted Cour known-yield overlap for Goods/services / Betting, gaming and lottery."
"Prélèvement complémentaire 2011-2015 sur les sommes misées sur les jeux exploités par la Française des jeux en vue du financement des enceintes sportives destinées à accueillir ""l'UEFA Euro 2016""",Low-yield budget-raising levy on consumption paid by individuals,Low-yield budget-raising levy on consumption paid by individuals. Collector: DGFiP. Beneficiary: Agence nationale du sport (ANS).,,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 116; Enjeu 2024",Cour low-yield-tax inventory id 116. Status: En vigueur entre 2019 et 2024. Objective: Rendement; payer: Particuliers; base: Consommation. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.,Low-yield budget-raising levy o…,Goods/services,"Betting, gaming and lottery",Low-yield consumption/service levies,"Prélèvement complémentaire 2011-2015 sur les sommes misées sur les jeux exploités par la Française des jeux en vue du financement des enceintes sportives destinées à accueillir ""l'UEFA Euro 2016""",Cour low-yield row classified from legal label and base.,"Tax on betting, gaming, casinos or lotteries.",no,,,0,
Prélèvement sur la participation des employeurs à l'effort de construction (PEEC),Low-yield budget-raising levy on payroll paid by businesses,Low-yield budget-raising levy on payroll paid by businesses. Collector: Action Logement. Beneficiary: Agence nationale de contrôle du logement social (ANCOLS).,6450000,0.000221,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 119; Enjeu 2024","Cour low-yield-tax inventory id 119. Status: En vigueur entre 2019 et 2024. Objective: Rendement; payer: Entreprises; base: Masse salariale. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 6.45m. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions.",PEEC levy,Employment,Employer payroll and labour levies,Low-yield payroll/workforce levies,Prélèvement sur la participation des employeurs à l'effort de construction (PEEC),Cour low-yield row classified from base/payer/legal label.,"Employer levy connected with payroll, employees or workforce costs.",yes,6450000,0.000221,0,
"Prélèvement sur les biens, droits et produits placés dans un trust",Low-yield budget-raising levy on capital paid by individuals,Low-yield budget-raising levy on capital paid by individuals. Collector: DGFiP. Beneficiary: Budget général.,,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 120; Enjeu 2024",Cour low-yield-tax inventory id 120. Status: En vigueur entre 2019 et 2024. Objective: Rendement; payer: Particuliers; base: Capital. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.,Trust levy,Wealth,Financial capital taxes,Low-yield financial-capital levies,"Prélèvement sur les biens, droits et produits placés dans un trust",Cour low-yield row classified from financial-capital label.,"Tax on financial assets, investment income or securities transactions.",no,,,0,
Prélèvement sur les contrats d'assurance-vie en déshérence ; Prélèvement sur les contrats participation et intéressement en déshérence,Low-yield budget-raising levy on capital paid by businesses,Low-yield budget-raising levy on capital paid by businesses. Collector: DGFiP. Beneficiary: Caisse nationale d'assurance-vieillesse (CNAV).,19879754,0.000681,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 121; Enjeu 2024","Cour low-yield-tax inventory id 121. Status: En vigueur entre 2019 et 2024. Objective: Rendement; payer: Entreprises; base: Capital. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 14.695m. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions.",Dormant insurance levy,Wealth,Other capital taxes,Low-yield capital/wealth levies,Prélèvement sur les contrats d'assurance-vie en déshérence ; Prélèvement sur les contrats participation et intéressement en déshérence,Cour low-yield row classified from Cour capital base.,Tax or levy on insurance contracts or premiums.,yes,19879754,0.000681,0,
Prélèvement sur les jeux de cercle en ligne,Low-yield budget-raising levy on consumption paid by individuals,Low-yield budget-raising levy on consumption paid by individuals. Collector: DGFiP. Beneficiary: Budget général / Centre des monuments nationaux (CMN) / Communes.,20505826,0.000702,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 90; Enjeu 2024","Cour low-yield-tax inventory id 90. Status: En vigueur entre 2019 et 2024. Objective: Rendement; payer: Particuliers; base: Consommation. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 11.506m. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions.",Online poker levy,Goods/services,"Betting, gaming and lottery",Low-yield consumption/service levies,Prélèvement sur les jeux de cercle en ligne,Cour low-yield row classified from legal label and base.,Tax on online poker games.,yes,20505826,0.000702,0,
Prélèvements progressifs dus par les clubs de jeu,Low-yield behavioural incentive levy on consumption paid by businesses,Low-yield behavioural incentive levy on consumption paid by businesses. Collector: DGFiP. Beneficiary: Budget général.,,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 125; Enjeu 2024",Cour low-yield-tax inventory id 125. Status: En vigueur entre 2019 et 2024. Objective: Incitation; payer: Entreprises; base: Consommation. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.,Sector levy,Business,Business production and sector levies,Low-yield sector/professional levies,Prélèvements progressifs dus par les clubs de jeu,Cour low-yield row classified from business/professional label.,"Business levy based on production, premises, turnover or sector activity.",no,,,0,
Prélèvements sur les entreprises d'assurance,Low-yield budget-raising levy on production paid by businesses,Low-yield budget-raising levy on production paid by businesses. Collector: DGFiP. Beneficiary: Budget général.,154637111,0.005296,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 127; Enjeu 2024","Cour low-yield-tax inventory id 127. Status: En vigueur entre 2019 et 2024. Objective: Rendement; payer: Entreprises; base: Production. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 161.421m. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions.",Insurance company levy,Goods/services,Insurance taxes,Low-yield insurance levies,Prélèvements sur les entreprises d'assurance,Cour low-yield row classified from insurance label.,Tax or levy on insurance contracts or premiums.,yes,154637111,0.005296,0,
Prélèvements sur les revenus des capitaux mobiliers,Levies on the income from financial assets (PRCM),Eurostat national-tax-list line classified as ESA code D51M. Economic function: household capital income.,971000000,0.033255,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D51M; DETAILS C08; 2024","Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope.",Investment income levy,Employment,Personal income and social taxes,Income tax,Prélèvements sur les revenus des capitaux mobiliers,UK-equivalent treatment: personal income tax kept with employment taxes unless a capital-income line is separately identified.,Tax or social charge on investment income.,yes,971000000,0.033255,0,
Quote-part des intérêts servis par la Caisse des dépôts et consignations sur les fonds déposés,Low-yield budget-raising levy on capital paid by individuals,Low-yield budget-raising levy on capital paid by individuals. Collector: DGFiP. Beneficiary: Fonds de financement des dossiers impécunieux (FFDI).,51000000,0.001747,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 129; Enjeu 2024","Cour low-yield-tax inventory id 129. Status: En vigueur entre 2019 et 2024. Objective: Rendement; payer: Particuliers; base: Capital. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions.",CDC interest levy,Wealth,Other capital taxes,Low-yield capital/wealth levies,Quote-part des intérêts servis par la Caisse des dépôts et consignations sur les fonds déposés,Cour low-yield row classified from Cour capital base.,Levy on interest paid by Caisse des dépôts et consignations on deposited funds.,yes,51000000,0.001747,0,
Recettes diverses et pénalités,Various receipts and tax fines,Eurostat national-tax-list line classified as ESA code D91C. Economic function: capital/stock of wealth.,197000000,0.006747,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D91C; DETAILS C01; 2024","Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope.",Misc penalties,Other,"Fines, penalties and miscellaneous tax-like charges",Fines/licences/miscellaneous,Recettes diverses et pénalités,UK-equivalent treatment: miscellaneous tax-like receipts sit with Other.,Miscellaneous penalties counted as tax-like revenue.,yes,197000000,0.006747,0,
Redevance cynégétique (permis de chasse),Hunting licence,Eurostat national-tax-list line classified as ESA code D59D. Economic function: consumption.,57000000,0.001952,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D59D; DETAILS C04; 2024","Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope.",Hunting licence,Other,"Fines, penalties and miscellaneous tax-like charges",Fines/licences/miscellaneous,Redevance cynégétique (permis de chasse),UK-equivalent treatment: miscellaneous tax-like receipts sit with Other.,Hunting licence charge counted as tax-like revenue.,yes,57000000,0.001952,0,
Redevance d'archéologie préventive,Low-yield service-related levy on capital paid by individuals,Low-yield service-related levy on capital paid by individuals. Collector: DGFiP. Beneficiary: Institut national de recherches archéologiques préventives (INRAP) / Fonds nationale pour l'archéologie préventive (FNAP) / Communes.,,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 130; Enjeu 2024",Cour low-yield-tax inventory id 130. Status: En vigueur entre 2019 et 2024. Objective: Service rendu; payer: Particuliers; base: Capital. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.,Archaeology levy,Land,"Land, buildings and development levies",Low-yield property/development taxes,Redevance d'archéologie préventive,Cour low-yield row classified from land/property label.,Tax or compulsory charge grouped under land.,no,,,0,
Redevance due par les opérateurs agréés de paris hippiques en ligne,Low-yield behavioural incentive levy on consumption paid by individuals,Low-yield behavioural incentive levy on consumption paid by individuals. Collector: DGFiP. Beneficiary: France galop / Société d’encouragement à l’élevage du cheval français (SECF).,62419969,0.002138,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 131; Enjeu 2024","Cour low-yield-tax inventory id 131. Status: En vigueur entre 2019 et 2024. Objective: Incitation; payer: Particuliers; base: Consommation. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 63.896m. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions.",Online racing betting fee 1,Goods/services,"Betting, gaming and lottery",Low-yield consumption/service levies,Redevance due par les opérateurs agréés de paris hippiques en ligne,Cour low-yield row classified from legal label and base.,"Tax on betting, gaming, casinos or lotteries.",yes,62419969,0.002138,0,
Redevance perçue à l’occasion de l’introduction des familles étrangères en France,Low-yield service-related levy on production paid by individuals,Low-yield service-related levy on production paid by individuals. Collector: Office Français de l'immigration et de l'intégration (OFII). Beneficiary: Office français de l'immigration et de l'intégration (OFII).,800000,0.000027,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 136; Enjeu 2024","Cour low-yield-tax inventory id 136. Status: En vigueur entre 2019 et 2024. Objective: Service rendu; payer: Particuliers; base: Production. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 0.862m. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions.",Service charge 1,Other,Service-related tax-like charges,Low-yield administrative/service charges,Redevance perçue à l’occasion de l’introduction des familles étrangères en France,Cour service-related row without clearer UK-equivalent category.,Service-related charge treated as tax revenue.,yes,800000,0.000027,0,
"Redevance pour contrôle vétérinaire à l'expédition (taxe dite ""Certivéto"")",Low-yield service-related levy on production paid by businesses,Low-yield service-related levy on production paid by businesses. Collector: DGDDI. Beneficiary: Etablissement national des produits de l’agriculture et de la mer (FranceAgriMer).,,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 138; Enjeu 2024",Cour low-yield-tax inventory id 138. Status: En vigueur entre 2019 et 2024. Objective: Service rendu; payer: Entreprises; base: Production. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.,Agri-food inspection fee,Environmental,"Water, plant and animal inspection levies",Low-yield water/agri-food inspection levies,"Redevance pour contrôle vétérinaire à l'expédition (taxe dite ""Certivéto"")",Cour low-yield row classified from water/agri-food inspection label.,Tax or compulsory charge grouped under environmental.,no,,,0,
Redevance pour délivrance initiale du permis de chasse,Low-yield service-related levy on consumption paid by individuals,"Low-yield service-related levy on consumption paid by individuals. Collector: Office français de la biodiversité (OFB), anciennement ONCFS. Beneficiary: Office français de la biodiversité (OFB), anciennement ONCFS.",900000,0.000031,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 139; Enjeu 2024","Cour low-yield-tax inventory id 139. Status: En vigueur entre 2019 et 2024. Objective: Service rendu; payer: Particuliers; base: Consommation. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 0.865m. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions.",Hunting licence 3,Other,Service-related tax-like charges,Low-yield administrative/service charges,Redevance pour délivrance initiale du permis de chasse,Cour service-related row classified from legal label.,Hunting licence charge counted as tax-like revenue.,yes,900000,0.000031,0,
Redevance pour examen du code de la route,Low-yield service-related levy on consumption paid by individuals,"Low-yield service-related levy on consumption paid by individuals. Collector: Opérateurs privés agréés par l'État (La Poste, SGS, etc.). Beneficiary: Budget général.",,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 140; Enjeu 2024",Cour low-yield-tax inventory id 140. Status: En vigueur entre 2019 et 2024. Objective: Service rendu; payer: Particuliers; base: Consommation. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.,Sector levy,Business,Business production and sector levies,Low-yield sector/professional levies,Redevance pour examen du code de la route,Cour low-yield row classified from business/professional label.,"Business levy based on production, premises, turnover or sector activity.",no,,,0,
Redevance pour l'accès aux installations et aux services collectifs d'un site nordique dédié à la pratique du ski de fond et aux loisirs de neige non motorisés autres que le ski alpin (part communale + part intercommunale),Low-yield service-related levy on production paid by individuals,Low-yield service-related levy on production paid by individuals. Collector: Collectivités territoriales. Beneficiary: Communes / EPCI.,3672836,0.000126,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 142; Enjeu 2024","Cour low-yield-tax inventory id 142. Status: En vigueur entre 2019 et 2024. Objective: Service rendu; payer: Particuliers; base: Production. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 4.351m. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions.",Service charge interlocal,Other,Service-related tax-like charges,Low-yield administrative/service charges,Redevance pour l'accès aux installations et aux services collectifs d'un site nordique dédié à la pratique du ski de fond et aux loisirs de neige non motorisés autres que le ski alpin (part communale + part intercommunale),Cour service-related row without clearer UK-equivalent category.,Charge for access to Nordic skiing facilities and related local services.,yes,3672836,0.000126,0,
"Redevance pour le contrôle vétérinaire à l'importation de produits animaux ou d'origine animale, d'animaux vivants",Low-yield service-related levy on production paid by businesses,Low-yield service-related levy on production paid by businesses. Collector: DGDDI. Beneficiary: Budget général.,,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 143; Enjeu 2024",Cour low-yield-tax inventory id 143. Status: En vigueur entre 2019 et 2024. Objective: Service rendu; payer: Entreprises; base: Production. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.,Agri-food inspection fee,Environmental,"Water, plant and animal inspection levies",Low-yield water/agri-food inspection levies,"Redevance pour le contrôle vétérinaire à l'importation de produits animaux ou d'origine animale, d'animaux vivants",Cour low-yield row classified from water/agri-food inspection label.,Tax or compulsory charge grouped under environmental.,no,,,0,
Redevance pour les contrôles vétérinaires et phytosanitaires des végétaux à l'importation,Low-yield service-related levy on production paid by businesses,Low-yield service-related levy on production paid by businesses. Collector: DGDDI. Beneficiary: Budget général.,,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 144; Enjeu 2024",Cour low-yield-tax inventory id 144. Status: En vigueur entre 2019 et 2024. Objective: Service rendu; payer: Entreprises; base: Production. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.,Agri-food inspection fee,Environmental,Pollution taxes,Low-yield pollution levies,Redevance pour les contrôles vétérinaires et phytosanitaires des végétaux à l'importation,Cour low-yield row classified from pollution label.,Tax on pollution or environmentally harmful activities.,no,,,0,
Redevance pour l’agrément des établissements du secteur de l’alimentation animale,Low-yield service-related levy on production paid by businesses,Low-yield service-related levy on production paid by businesses. Collector: DGFiP. Beneficiary: Budget général.,,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 141; Enjeu 2024",Cour low-yield-tax inventory id 141. Status: En vigueur entre 2019 et 2024. Objective: Service rendu; payer: Entreprises; base: Production. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.,Sector levy,Business,Business production and sector levies,Low-yield sector/professional levies,Redevance pour l’agrément des établissements du secteur de l’alimentation animale,Cour low-yield row classified from business/professional label.,"Business levy based on production, premises, turnover or sector activity.",no,,,0,
Redevance pour pollution de l'eau d'origine non domestique,Low-yield behavioural incentive levy on production paid by businesses,Low-yield behavioural incentive levy on production paid by businesses. Collector: Agences de l'eau. Beneficiary: Agences de l'eau.,,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 146; Enjeu 2024",Cour low-yield-tax inventory id 146. Status: En vigueur entre 2019 et 2024. Objective: Incitation; payer: Entreprises; base: Production. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.,Water levy,Environmental,Pollution taxes,Low-yield pollution levies,Redevance pour pollution de l'eau d'origine non domestique,Cour low-yield row classified from pollution label.,"Water, sewerage or sanitation-related levy.",no,,,0,
Redevance pour protection du milieu aquatique,Low-yield budget-raising levy on production paid by businesses,Low-yield budget-raising levy on production paid by businesses. Collector: Fédérations de protection du milieu aquatique. Beneficiary: Agences de l'eau.,,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 147; Enjeu 2024",Cour low-yield-tax inventory id 147. Status: En vigueur entre 2019 et 2024. Objective: Rendement; payer: Entreprises; base: Production. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.,Water levy,Environmental,"Water, plant and animal inspection levies",Low-yield water/agri-food inspection levies,Redevance pour protection du milieu aquatique,Cour low-yield row classified from water/agri-food inspection label.,"Water, sewerage or sanitation-related levy.",no,,,0,
Redevance pour stockage d'eau en période d'étiage,Low-yield behavioural incentive levy on production paid by businesses,Low-yield behavioural incentive levy on production paid by businesses. Collector: Agences de l'eau. Beneficiary: Agences de l'eau.,,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 148; Enjeu 2024",Cour low-yield-tax inventory id 148. Status: En vigueur entre 2019 et 2024. Objective: Incitation; payer: Entreprises; base: Production. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.,Low-yield behavioural incentive…,Environmental,"Water, plant and animal inspection levies",Low-yield water/agri-food inspection levies,Redevance pour stockage d'eau en période d'étiage,Cour low-yield row classified from water/agri-food inspection label.,Tax or compulsory charge grouped under environmental.,no,,,0,
