tax_id	episode	tax_name	parent_tax	category	jurisdiction	start_year	start_date	end_year	end_date	episode_status	date_confidence	source_id	source_locator	source_quote	notes
shadow_act	1	Shadow ACT	Advance Corporation Tax	business tax/prepayment restriction	United Kingdom	1999	1999-04-06	2026	2026-04-01	ended	medium	govuk_act_reform_call_2026	Chapter 3	"""Since ACT was abolished in 1999, companies have continued to use their pre-1999 unrelieved surplus ACT balances to reduce CT liabilities, subject to shadow ACT rules"""	Added as a separate counted transitional ACT regime after Dan's review. GOV.UK says the shadow ACT rules are removed from 1 April 2026.
composite_rate_tax	1	Composite Rate Tax		income tax/withholding	United Kingdom	1951		1991	1991-04-06	ended	medium	income_tax_act_2007_notes_crt	Explanatory notes	"""From April 1991, CRT was abolished"""	Started as statutory building-society composite-rate arrangements in 1951; retail bank deposits were brought into a similar CRT scheme by Finance Act 1984.
inheritance_tax	1	Inheritance tax		wealth/successions	United Kingdom	1986	1986-03-18			active	high	govuk_iht_thresholds_2026	Threshold history	"""Inheritance Tax thresholds — from 18 March 1986"""	Succeeded/renamed Capital Transfer Tax.
insurance_premium_tax	1	Insurance premium tax		insurance tax	United Kingdom	1994	1994-10-01			active	high	govuk_ipt_historical_rates	Overview	"""introduced on 1 October 1994"""	
air_passenger_duty	1	Air passenger duty		transport tax	United Kingdom	1994	1994-11-01			active	high	govuk_apd_background_2026	Background and references	"""introduced in November 1994"""	Exact 1 November date cross-checked to HMRC historical rates table/Commons Library.
landfill_tax	1	Landfill tax		environmental tax	United Kingdom except devolved replacements	1996	1996-10-01			active	high	govuk_landfill_tax_consultation_2016	Introduction	"""introduced on 1 October 1996"""	No longer applies in Scotland from 1 April 2015 or Wales from 1 April 2018.
climate_change_levy	1	Climate change levy		environmental tax	United Kingdom	2001	2001-04-01			active	high	govuk_ccl_manual	VFUP5000	"""introduced on 1 April 2001"""	
aggregates_levy	1	Aggregates levy		environmental tax	United Kingdom except Scotland from 1 April 2026	2002	2002-04-01			active	high	govuk_environmental_taxes_historical_rates	Aggregates Levy rates	"""1 April 2002"""	Continues in England, Wales and Northern Ireland after Scottish devolution.
bank_payroll_tax	1	Bank Payroll Tax		business/bank tax	United Kingdom	2010	2010-04-08	2010		ended	high	govuk_banking_sector_tax_receipts_2022	Bank Payroll Tax	"""Bank Payroll Tax did not pass into law until 8 April 2010"""	One-off tax on bank bonuses awarded in financial year 2009-10; payment due date was 31 August 2010.
special_tax_banking_deposits	1	Special tax on banking deposits		business/bank windfall tax	United Kingdom	1981	1981-04-01	1982	1982-03-31	ended	high	legislation_finance_act_1981	Section 134	"""a tax (to be known as the special tax on banking deposits)"""	One-off Howe bank levy, often described as a bank windfall tax; charged for the year beginning 1 April 1981, based on chargeable deposits in a base period.
bank_levy	1	Bank levy		business tax	United Kingdom	2011	2011-01-01			active	high	govuk_banking_sector_tax_receipts_2022	Bank Levy	"""with effect from 1 January 2011"""	
annual_tax_enveloped_dwellings	1	Annual tax on enveloped dwellings		property tax	United Kingdom	2013	2013-04-01			active	high	govuk_ated_historic_charges	Historic chargeable amounts	"""1 April 2013 to 31 March 2014"""	
diverted_profits_tax	1	Diverted profits tax		business tax	United Kingdom	2015	2015-04-01	2026	2026-01-01	ended	high	govuk_tp_pe_dpt_reform_2025	Finance Bill 2025-26 DPT reform	"""This measure proposes to repeal Diverted Profits Tax"""	Repeal/withdrawal of DPT as a standalone tax for chargeable periods beginning on or after 1 January 2026; replacement UTPP charge is within Corporation Tax and not counted as a separate tax.
bank_surcharge	1	Bank surcharge		business tax	United Kingdom	2016	2016-01-01			active	high	govuk_banking_sector_tax_receipts_2022	Bank Surcharge	"""from 1 January 2016"""	
apprenticeship_levy	1	Apprenticeship levy		employment/business tax	United Kingdom	2017	2017-04-06			active	high	govuk_apprenticeship_levy_manual	ALM02000	"""on or after 6 April 2017"""	
soft_drinks_industry_levy	1	Soft drinks industry levy		health/commodity tax	United Kingdom	2018	2018-04-06			active	high	govuk_sdil_press_release	Press release	"""the Soft Drinks Industry Levy comes into effect"""	Published 5 April 2018; operative date Friday 6 April 2018.
digital_services_tax	1	Digital services tax		business tax	United Kingdom	2020	2020-04-01			active	high	hmrc_receipts_2026	Table notes	Digital Services Tax. Introduced on 1 April 2020	
residential_property_developer_tax	1	Residential Property Developer Tax		business/property tax	United Kingdom	2022	2022-04-01			active	high	hmrc_receipts_2026	Table notes	Residential Property Developer Tax. Introduced on 1 April 2022	
economic_crime_levy	1	Economic Crime Levy		levy	United Kingdom	2022	2022-04-01			active	high	hmrc_receipts_2026	Table notes	Economic Crime Levy. Introduced on 1 April 2022	
energy_profits_levy	1	Energy Profits Levy		business/energy tax	United Kingdom	2022	2022-05-26			active	high	hmrc_receipts_2026	Table notes	Energy Profits Levy. Introduced on 26 May 2022	
plastic_packaging_tax	1	Plastic Packaging Tax		environmental tax	United Kingdom	2022	2022-04-01			active	high	govuk_ppt_collection	Collection page	"""came into force on 1 April 2022"""	
electricity_generator_levy	1	Electricity Generator Levy		business/energy tax	United Kingdom	2023	2023-01-01			active	high	hmrc_receipts_2026	Table notes	Electricity Generator Levy. Introduced on 1 January 2023	
carbon_border_adjustment_mechanism	1	Carbon Border Adjustment Mechanism		environmental/carbon tax	United Kingdom	2027	2027-01-01			not_yet_in_force	high	govuk_cbam_policy_summary_2026	Policy summary	"""CBAM... rates will be calculated and published... from 1 January 2027"""	Article footnote zero-revenue/future tax; primary legislation introduced in Finance Act 2026.
vaping_products_duty	1	Vaping Products Duty		health/commodity tax	United Kingdom	2026	2026-10-01			not_yet_in_force	high	govuk_vaping_products_duty_2026	TIIN	"""will take effect from 1 October 2026"""	Article footnote zero-revenue/future tax.
extended_producer_responsibility_packaging_fees	1	Extended Producer Responsibility packaging fees		environmental/producer levy	United Kingdom	2025	2025-04-01			active	high	govuk_epr_packaging_invoicing_2025	Year 1 invoicing	"""assessment year from 1st April 2025 to 31st March 2026"""	Article footnote zero-revenue/new levy. ONS classifies PackUK producer base fees as a tax; first invoices issued October 2025 for the 2025-26 assessment year.
building_safety_levy	1	Building Safety Levy		property/development levy	England	2026	2026-10-01			not_yet_in_force	high	govuk_building_safety_levy_guidance	Section 1.1 and 3.3	"""The levy will come into operation on 1 October 2026."""	Article footnote zero-revenue/future tax; applies to certain new residential development in England.
international_student_levy	1	International Student Levy		education/provider levy	England	2028	2028-08-01			not_yet_in_force	medium	govuk_international_student_levy_technical	Consultation description	"""It will take effect from 1 August 2028."""	Article footnote zero-revenue/future levy. Government states the date, but as of this pass draft legislation is still to be published.
fuel_duty	1	Fuel duties		transport/energy tax	United Kingdom	1909				active	medium	parliament_new_taxes	New directions, new taxes	"""first time a duty was payable on petrol"""	Petrol duty in Lloyd George Budget; modern hydrocarbon oil duties need lineage split.
vehicle_excise_duty	1	Vehicle Excise Duty		transport tax	United Kingdom	1889				active	medium	parliament_ved_roads	House of Lords Library	"""VED was levied on four-wheeled motor vehicles from 1889"""	1920 road-fund/tax-disc reforms should be a separate episode or note later.
business_rates	1	Business rates / national non-domestic rates		local/property tax	England and Wales	1990	1990-04-01			active	medium	govuk_business_rates_admin_2014	Discussion paper	"""introduced in 1990"""	Modern NNDR row only; older local rates not yet coded.
stamp_duty_land_tax	1	Stamp Duty Land Tax		land transaction tax	England and Northern Ireland	2003	2003-12-01			active	high	govuk_sdlt_manual	SDLTM00030	"""SDLT was introduced in Part 4 of the Finance Act 2003"""	Replaced stamp duty on land transactions; Scotland/Wales replacements coded separately.
land_buildings_transaction_tax	1	Land and Buildings Transaction Tax		land transaction tax	Scotland	2015	2015-04-01			active	high	revenue_scotland_lbtt	LBTT overview	"""replaced UK Stamp Duty Land Tax (SDLT) in Scotland from 1 April 2015"""	Devolved replacement for SDLT in Scotland.
land_transaction_tax_wales	1	Land Transaction Tax		land transaction tax	Wales	2018	2018-04-01			active	high	govwales_ltt	Overview	"""LTT replaced Stamp Duty Land Tax (SDLT) in Wales from 1 April 2018"""	Devolved replacement for SDLT in Wales.
stamp_duty_reserve_tax	1	Stamp Duty Reserve Tax		securities transaction tax	United Kingdom	1986	1986-10-27			active	high	govuk_sdrt_manual	STSM131010	"""introduced on 27 October 1986"""	
petroleum_revenue_tax	1	Petroleum Revenue Tax		oil and gas tax	United Kingdom Continental Shelf	1975				active	medium	govuk_oil_tax_manual	OT00150	"""imposed a new tax, Petroleum Revenue Tax"""	Rate currently 0%; repealed for fields approved after 16 March 1993 but not fully abolished.
supplementary_petroleum_duty	1	Supplementary Petroleum Duty		oil and gas tax	United Kingdom Continental Shelf	1981		1982	1982-12-31	ended	high	govuk_oil_tax_spd	OT05705	"""Supplementary Petroleum Duty"""	Short-life North Sea additional duty; abolished from the beginning of 1983 and replaced by APRT mechanics.
advance_petroleum_revenue_tax	1	Advance Petroleum Revenue Tax		oil and gas tax/prepayment	United Kingdom Continental Shelf	1983	1983-01-01	1986	1986-12-31	ended	high	govuk_oil_tax_aprt	OT05700	"""temporary tax payable for periods from 1 January 1983 to 31 December 1986"""	Boundary case: accelerated PRT payments rather than a separate profits base, but separately named and administered.
scottish_landfill_tax	1	Scottish Landfill Tax		environmental tax	Scotland	2015	2015-04-01			active	high	revenue_scotland_landfill_tax	SLfT overview	"""in operation since 1 April 2015"""	Replaced UK Landfill Tax in Scotland.
landfill_disposals_tax_wales	1	Landfill Disposals Tax		environmental tax	Wales	2018	2018-04-01			active	high	govwales_landfill_disposals_tax	Overview	"""replaced Landfill Tax in Wales from April 2018"""	
scottish_aggregates_tax	1	Scottish Aggregates Tax		environmental tax	Scotland	2026	2026-04-01			active	high	govscot_scottish_aggregates_tax	Scottish Aggregates Tax	"""replace the UK Aggregates Levy in Scotland from 1 April 2026"""	Devolved replacement for Aggregates Levy in Scotland.
hgv_road_user_levy	1	HGV Road User Levy		transport tax/levy	United Kingdom	2014	2014-04-01			active	high	govuk_hgv_road_user_levy	Written statement	"""from midnight... required to pay"""	Current chart calls this Lorry road levy.
uk_emissions_trading_scheme	1	UK Emissions Trading Scheme auction receipts		environmental/carbon pricing	United Kingdom	2021	2021-01-01			active	medium	govuk_uk_ets_overview	Policy overview	"""established the UK ETS... on 1 January 2021"""	Counts auction receipts/carbon-pricing tax line in current chart; EU ETS predecessor not yet coded.
multinational_top_up_tax	1	Multinational Top-up Tax		business/international tax	United Kingdom	2023	2023-12-31			active	high	govuk_pillar2_collection	Collection page	"""introduced 2 new taxes in the UK"""	Applies to accounting periods beginning on or after 31 December 2023.
domestic_top_up_tax	1	Domestic Top-up Tax		business/international tax	United Kingdom	2023	2023-12-31			active	high	govuk_pillar2_collection	Collection page	"""Domestic Top-up Tax"""	Applies to accounting periods beginning on or after 31 December 2023.
general_betting_duty	1	General Betting Duty		betting/gaming tax	United Kingdom	1966				active	high	govuk_remote_gambling_consultation_2025	Tax treatment of remote gambling consultation	"""first introduced in 1966"""	
pool_betting_duty	1	Pool Betting Duty		betting/gaming tax	United Kingdom	1948				active	high	govuk_remote_gambling_consultation_2025	Tax treatment of remote gambling consultation	"""first introduced in 1948"""	
gaming_duty	1	Gaming Duty		betting/gaming tax	United Kingdom	1997	1997-10-01			active	high	govuk_betting_gaming_historical_rates	Gaming Duty rates	"""replaced Gaming Licence Duty on 1 October 1997"""	Current casino gaming duty.
bingo_duty	1	Bingo Duty		betting/gaming tax	United Kingdom	1966		2026	2026-04-01	ended	high	legislation_finance_act_1966	Section 13	"""bingo duty"""	1981 Act was consolidation; Finance Act 1966 introduced the bingo-duty charge. Abolished from 1 April 2026.
remote_gaming_duty	1	Remote Gaming Duty		betting/gaming tax	United Kingdom	2007	2007-09-01			active	high	govuk_betting_gaming_historical_rates	Remote Gaming Duty rates	"""01.09.07"""	HMRC background says RGD was introduced in 2007; rate table gives precise first date.
machine_games_duty	1	Machine Games Duty		betting/gaming tax	United Kingdom	2013	2013-02-01			active	high	govuk_betting_gaming_background_2025	Betting and Gaming background	"""replaced AMLD and VAT charged on the income from gaming machines from the 1 February 2013"""	
lottery_duty	1	Lottery Duty		betting/gaming tax	United Kingdom	1994				active	high	govuk_betting_gaming_background_2025	Betting and Gaming background	"""Lottery Duty was introduced in November 1994"""	Applies to National Lottery only; month known but exact day not yet coded.
amusement_machine_licence_duty	1	Amusement Machine Licence Duty		betting/gaming tax	United Kingdom	1995	1995-11-01	2013	2013-02-01	ended	high	govuk_betting_gaming_historical_rates	Amusement Machine Licence Duty	"""replaced Gaming Machine Licence Duty with effect from 1 November 1995"""	Replaced by Machine Games Duty.
windfall_tax_privatised_utilities	1	Windfall Tax on privatised utilities		business/windfall tax	United Kingdom	1997	1997-07-02	1998	1998-12-01	ended	high	legislation_finance_no2_act_1997	Part I, ss.1-5	"""a tax (to be known as the 'windfall tax')"""	One-off Gordon Brown windfall tax on privatised utilities; liability was based on the windfall benefitting companies on 2 July 1997, payable in two instalments due 1 December 1997 and 1 December 1998.
churchill_betting_duty	1	Churchill betting duty		betting/gaming tax	United Kingdom	1926	1926-04-16	1929	1929-04-16	ended	high	legislation_finance_act_1929	Section 2	"""as from the sixteenth day of April, nineteen hundred and twenty-nine"""	Unsuccessful general betting duty introduced in 1926 and repealed in 1929.
horserace_betting_levy	1	Horserace Betting Levy		betting/gaming levy	Great Britain	1961				active	high	govuk_horserace_betting_levy_reform_2017	Reform announcement	"""The Levy has been in existence since 1961"""	Statutory levy; included because ONS/OBR/chart treats similar levy receipts as tax-like.
statutory_gambling_levy	1	Statutory Gambling Levy		betting/gaming levy	Great Britain	2025	2025-04-06			active	high	gambling_commission_statutory_levy_2025	Introduction	"""commenced on 6 April 2025"""	Statutory levy charged to licensed gambling activity; first levy-period/classification issues need separate treatment for annual counts.
visa_fees	1	Visa fees		immigration tax/fee	United Kingdom	1971				active	low	ons_appendix_d_2026	Current receipts Appendix D / methodology	"""visa charges are compulsory... and unrequited... classified as a tax"""	Current ONS/OBR tax line. Start is a conservative Immigration Act 1971-era placeholder pending a proper fee-power history.
passport_fees	1	Passport fees		passport tax/fee	United Kingdom	1795				active	low	ons_appendix_d_2026	Current receipts Appendix D	Passport fees	Current ONS/OBR tax line. Start uses the modern passport-office fee era as a placeholder pending a proper passport-fee history.
consumer_credit_fees	1	Consumer credit fees		regulatory fee/tax	United Kingdom	2014	2014-04-01			active	medium	ons_appendix_d_2026	Current receipts Appendix D	Consumer credit fees	Current ONS/OBR tax line; start follows transfer of consumer-credit regulation to the FCA in 2014, pending statute-level refinement.
land_registry_fees	1	Land Registry fees		land/property fee tax	England and Wales	1862				active	medium	ons_appendix_d_2026	Current receipts Appendix D	Land Registry receipts	Current ONS/OBR tax line; start follows establishment of Land Registry fee-charging, pending statute-level refinement.
companies_house_fees	1	Companies House fees		company registration fee tax	United Kingdom	1844				active	medium	ons_appendix_d_2026	Current receipts Appendix D	Companies House receipts	Current ONS/OBR tax line; start follows joint-stock company registration, pending statute-level refinement.
pension_protection_levy	1	Pension Protection Levy		pensions levy/tax	United Kingdom	2005				active	medium	ons_appendix_d_2026	Current receipts Appendix D	Pension protection levy	Current ONS/OBR tax line; created under the Pensions Act 2004 and first levy year began in 2005.
lottery_payments	1	Lottery payments		lottery tax-like payments	United Kingdom	1994				active	medium	ons_appendix_d_2026	Current receipts Appendix D	Lottery payments	Current ONS/OBR tax line separate from Lottery Duty; start follows launch of the National Lottery.
levy_funded_bodies	1	Levy-funded bodies		levy-funded public bodies	United Kingdom	2024				active	low	ons_appendix_d_2026	Current receipts Appendix D	Levy-funded bodies	Current ONS/OBR aggregate line retained provisionally; should be disaggregated into underlying levies if possible.
other_taxes_nes	1	Other taxes n.e.s.		other tax aggregate	United Kingdom	2024				chart_split_only	low	ons_appendix_d_2026	Current receipts Appendix D	Other taxes on production not elsewhere specified	Current ONS residual aggregate retained for chart reconciliation only; not counted as a separate tax because it is a balancing bucket, not an individual tax.
british_transport_police_levy	1	British Transport Police levy		transport/security levy	Great Britain	2004				active	medium	ons_appendix_d_2026	Current receipts Appendix D	British Transport Police	Current ONS/OBR tax line; modern statutory authority dates from 2004.
dvla_registration_fees	1	DVLA registration fees		transport registration fee tax	United Kingdom	1994				active	low	ons_appendix_d_2026	Current receipts Appendix D	Driver and Vehicle Licensing Agency new car registration fees	Current ONS/OBR tax line; start placeholder follows the Vehicle Excise and Registration Act 1994 framework.
lighthouse_dues	1	Lighthouse dues		maritime levy/tax	United Kingdom	1854				active	low	ons_appendix_d_2026	Current receipts Appendix D	lighthouse dues	Current ONS/OBR tax line; start placeholder follows nineteenth-century merchant-shipping lighthouse-dues consolidation.
atol_protection_contribution	1	ATOL Protection Contribution		travel levy/tax	United Kingdom	2008	2008-04-01			active	medium	ons_appendix_d_2026	Current receipts Appendix D	Air Travel Organisers Licence	Current ONS/OBR tax line; ATOL Protection Contribution introduced in 2008.
current_small_tax_residual	1	Current small tax residual		other tax residual	United Kingdom	2024				chart_split_only	low	ons_appendix_d_2026	Current receipts Appendix D	Other taxes on production not elsewhere specified	Temporary balancing row for chart reconciliation only; not counted as a separate tax because it is a residual bucket awaiting named disaggregation.
income_tax_on_work	1	Income tax on work	Income tax / property and income tax	income tax	United Kingdom	1842				active	medium	current_chart_2024_25	current chart	"""Income tax on work"""	Current chart leaf counted separately to keep the historical count consistent with the sunburst terminal-slice convention.
dividend_income_tax_current	1	Dividend income tax	Income tax / property and income tax	income tax	United Kingdom	1842				active	medium	current_chart_2024_25	current chart	"""Dividend income tax"""	Current chart leaf counted separately to keep the historical count consistent with the sunburst terminal-slice convention.
savings_income_tax_current	1	Savings income tax	Income tax / property and income tax	income tax	United Kingdom	1842				active	medium	current_chart_2024_25	current chart	"""Savings income tax"""	Current chart leaf counted separately to keep the historical count consistent with the sunburst terminal-slice convention.
rent_income_tax_current	1	Rent income tax	Income tax / property and income tax	income tax	United Kingdom	1842				active	medium	current_chart_2024_25	current chart	"""Rent income tax"""	Current chart estimated leaf counted separately to keep the historical count consistent with the sunburst terminal-slice convention.
employer_national_insurance_contributions	1	Employer NICs	National Insurance contributions	social contribution/tax	United Kingdom	1912	1912-07			chart_split_only	medium	parliament_key_dates	Lines 193-194	Further welfare reforms up to 1914 (national insurance, unemployment assistance) required more increases in taxation	Current chart leaf only; not counted separately from NICs in the lifespan count.
employee_national_insurance_contributions	1	Employee NICs	National Insurance contributions	social contribution/tax	United Kingdom	1912	1912-07			chart_split_only	medium	parliament_key_dates	Lines 193-194	Further welfare reforms up to 1914 (national insurance, unemployment assistance) required more increases in taxation	Current chart leaf only; not counted separately from NICs in the lifespan count.
self_employed_national_insurance_contributions	1	Self-employed NICs	National Insurance contributions	social contribution/tax	United Kingdom	1948	1948-07-05			chart_split_only	medium	govuk_nim41110_1948_nics	NIM41110	"""Before the National Insurance scheme started in July 1948"""	Current chart leaf only; not counted separately from NICs in the lifespan count.
other_national_insurance_contributions	1	Other NICs	National Insurance contributions	social contribution/tax	United Kingdom	1912	1912-07			chart_split_only	medium	current_chart_2024_25	current chart	"""Other NICs"""	Current chart residual leaf only; not counted separately from NICs in the lifespan count.
onshore_corporation_tax	1	Onshore corporation tax	Corporation tax	business tax	United Kingdom	1965				chart_split_only	medium	govuk_ct_stats_2023	Historical background	"""CT introduced, with a uniform rate on all profits"""	Current chart leaf only; not counted separately from corporation tax in the lifespan count.
ring_fence_corporation_tax	1	Offshore / ring fence corporation tax	Corporation tax	oil and gas tax	United Kingdom Continental Shelf	1975				chart_split_only	medium	govuk_ring_fence_ct_review_2014	Ring Fence Corporation Tax	"""special rules, which were first introduced in 1975"""	Current chart leaf only; not counted separately from corporation tax in the lifespan count.
residential_sdlt	1	Residential SDLT	Stamp Duty Land Tax	land transaction tax	England and Northern Ireland	2003	2003-12-01			chart_split_only	medium	govuk_sdlt_manual	SDLTM00030	"""SDLT was introduced in Part 4 of the Finance Act 2003"""	Current chart child only; not counted separately from SDLT in the lifespan count.
additional_dwellings_sdlt	1	SDLT higher rates for additional dwellings	Stamp Duty Land Tax	land transaction tax	England and Northern Ireland	2016	2016-04-01			chart_split_only	high	govuk_sdlt_higher_rates_2016	SDLTM09735	"""would apply from 1 April 2016"""	Current chart child/surcharge only; not counted separately from SDLT in the lifespan count.
non_resident_sdlt	1	SDLT non-resident surcharge	Stamp Duty Land Tax	land transaction tax	England and Northern Ireland	2021	2021-04-01			chart_split_only	high	govuk_sdlt_non_resident_2021	SDLTM09870	"""From 1 April 2021"""	Current chart child/surcharge only; not counted separately from SDLT in the lifespan count.
non_residential_sdlt	1	Non-residential SDLT	Stamp Duty Land Tax	land transaction tax	England and Northern Ireland	2003	2003-12-01			chart_split_only	medium	govuk_sdlt_manual	SDLTM00030	"""SDLT was introduced in Part 4 of the Finance Act 2003"""	Current chart child only; not counted separately from SDLT in the lifespan count.
northern_ireland_domestic_rates	1	NI domestic rates		local/property tax	Northern Ireland	1977				active	medium	current_chart_2024_25	current chart	"""NI domestic rates"""	Current chart leaf; older domestic-rating lineage in Northern Ireland needs a statute pass.
northern_ireland_business_rates	1	NI business rates		local/property tax	Northern Ireland	1977				active	medium	current_chart_2024_25	current chart	"""NI business rates"""	Current chart leaf; older non-domestic-rating lineage in Northern Ireland needs a statute pass.
renewables_obligation	1	Renewables Obligation		environmental/energy levy	United Kingdom	2002	2002-04-01			active	high	govuk_renewables_obligation_2026	Consultation document	"""introduced in April 2002"""	Current chart environmental-levy leaf; Northern Ireland scheme followed in 2005.
contracts_for_difference_supplier_obligation	1	Contracts for Difference supplier obligation		environmental/energy levy	Great Britain	2015	2015-04-01			active	high	govuk_cfd_supplier_obligation	Collection	"""set the operational costs levy for the period from 1st April 2015"""	Current chart environmental-levy leaf.
warm_home_discount	1	Warm Home Discount		environmental/energy levy	Great Britain	2011	2011-04-01			active	high	govuk_warm_home_discount_methodology	Methodology	"""introduced in 2011"""	Current chart environmental-levy leaf; supplier obligation came into force for scheme year 2011-12.
television_licence_fee	1	TV licence fee		licence fee/tax	United Kingdom	1946	1946-06-01			active	high	govuk_broadcasting_white_paper_2022	Licence Fee Settlement	"""became the television and radio licence fee in 1946"""	Current chart Other leaf; OBR/ONS classify licence fee receipts as tax.
immigration_health_surcharge	1	Immigration Health Surcharge		immigration tax/fee	United Kingdom	2015	2015-04-06			active	high	govuk_immigration_health_surcharge_2015	News story	"""From 6 April"""	Current chart Other leaf; ONS/OBR classify ordinary immigration charges as taxes.
bank_of_england_levy	1	Bank of England Levy		financial-sector levy	United Kingdom	2024	2024-03-01			active	medium	legislation_boe_levy_regulations_2024	Regulations 2024	"""Bank of England levy"""	Current chart Other leaf replacing the Cash Ratio Deposit scheme.
immigration_skills_charge	1	Immigration Skills Charge		immigration/employment levy	United Kingdom	2017	2017-04-06			active	high	govuk_immigration_skills_charge_2016	Press release	"""set to be introduced in April 2017"""	Current chart Other leaf.
community_infrastructure_levy	1	Community Infrastructure Levy		property/development levy	England and Wales	2010	2010-04-06			active	high	govuk_cil_manual	CIL manual	"""came into force in England and Wales on 6 April 2010"""	Current chart Other leaf.
modern_customs_duties	1	Customs duties		customs/import duty	United Kingdom	2021				active	medium	ons_appendix_d_2026	Current receipts Appendix D	"""Customs duties"""	Current ONS Appendix D customs-duties line. Separate from the broad historical customs-regime umbrella to avoid double-counting older commodity duties.
green_gas_levy	1	Green Gas Levy		environmental/energy levy	Great Britain	2021	2021-11-30			active	high	govuk_green_gas_levy_2021	GOV.UK page	"""applies to licensed fossil fuel gas suppliers in Great Britain from 30 November 2021"""	Current environmental levy; likely within the ONS environmental-levies aggregate rather than separately named in Appendix D.
capacity_market_supplier_charge	1	Capacity Market supplier charge		energy/security levy	Great Britain	2015	2015-04-01			active	medium	govuk_capacity_market_2014	Capacity Market collection	"""payments to be made by and to electricity suppliers in relation to the Capacity Market from 1st April 2015"""	Current supplier charge funding capacity payments; counted as a separate compulsory energy levy pending ONS-line disaggregation.
danegeld_anglo_saxon_late	1	Danegeld / Dane-money (late Anglo-Saxon levies)		land/property tax	England	991		1051		ended	medium	dowell_v1	Vol I, ch. III, pp. 21-23	Originally... towards the close of the tenth century... Again, in 1002... 1007... 1012... 1018... Edward the Confessor abolished it.	Included despite pre-1000 origin because Dowell records substantial post-1000 levies. End year approximate: abolished about mid-11th century by Edward the Confessor. Added from old_taxes3.tsv review.
maletote_wool	1	Maletote on wool	ancient_customs_wool_woolfells_leather	customs/port duty	England	1294		1297		ended	medium	dowell_v1	Vol I, ch. V, p. 168	The maletoute of wool.	Extra/obnoxious wool levy in Edward I's reign; short-lived. Added from old_taxes3.tsv review.
nova_custuma	1	Nova custuma / new customs		customs/port duty	England	1303		1787		ended	low	dowell_v1	Vol I, ch. V, p. 169	Nova custuma--the new customs.	New customs duties on alien merchants; later absorbed into customs history. Best-guess endpoint added for the lifespan TSV; likely absorbed into later customs/excise consolidation. Added from old_taxes3.tsv review.
subsidy_wool_leather_late_medieval	1	Subsidy on wool, woolfells and leather	ancient_customs_wool_woolfells_leather	customs/port duty	England	1377		1787		ended	low	dowell_v1	Vol I, ch. VI, pp. 259-261	The subsidy... of wool, woolfells, and leather exported.	Separate from ancient customs; part of later port duties. Best-guess endpoint added for the lifespan TSV; likely absorbed into later customs/excise consolidation. Added from old_taxes3.tsv review.
knights_fees_land_rents_tax_1430	1	Tax on knights' fees, lands and rents		land/property tax	England	1430		1430		ended	high	dowell_v1	Vol I, ch. VI, pp. 221-223	A tax, in 1430, on knights' fees and on other lands not held by knight service, and rents-seck and rent-charges.	One-off tax; Dowell notes difficulties in the levy and cancellation of inquisitions. Added from old_taxes3.tsv review.
playing_cards_sealing_impost_1631	1	Playing cards sealing impost		commodity/licence impost	England	1631		1641		ended	low	dowell_v1	Vol I, general remarks, pp. 363-364	Cards and dice taxed... office for sealing packs of playing cards.	Early Stuart impost/monopoly-like charge, before the later statutory playing cards duty of 1711. Added from old_taxes3.tsv review.
redemption_captives_duty	1	Duty for redemption of captives of Mediterranean pirates		customs/port duty	Commonwealth	1643		1660		ended	low	dowell_v2	Vol II, Book I ch. I, pp. 7-8	A small additional duty on all imported merchandise for the redemption of captives taken at sea by Turkish, Moorish, or other pirates.	Specific additional import duty; dates approximate within Commonwealth customs. Added from old_taxes3.tsv review.
commonwealth_hops_excise	1	Commonwealth hops excise	commonwealth_excise_new_impost	excise/agricultural duty	Commonwealth	1643		1660		ended	medium	dowell_v2	Vol II, Book I ch. I, pp. 12-13	Hops, per cwt... home-grown hops, to be paid by the planter.	Commonwealth episode, separate from the later 1710 hops duty. Added from old_taxes3.tsv review.
commonwealth_wine_excise	1	Commonwealth wine excise	commonwealth_excise_new_impost	excise/wine duty	Commonwealth	1643		1660		ended	medium	dowell_v2	Vol II, Book I ch. I, p. 12	Wine, not Spanish... Spanish... Vinegar, per tun.	Commonwealth wine excise episode; separate from customs wine duties. Added from old_taxes3.tsv review.
commonwealth_alum_excise	1	Excise on alum	commonwealth_excise_new_impost	excise/raw material duty	Commonwealth	1644		1660		ended	low	dowell_v2	Vol II, Book I ch. I, p. 9	In July, alum, copperas... were added to the list.	Commonwealth excise commodity; end set to Restoration when these excises ceased. Added from old_taxes3.tsv review.
commonwealth_copperas_excise	1	Excise on copperas	commonwealth_excise_new_impost	excise/raw material duty	Commonwealth	1644		1660		ended	low	dowell_v2	Vol II, Book I ch. I, p. 9	In July, alum, copperas... were added to the list.	Commonwealth excise commodity; copperas was used in dyeing/industry. Added from old_taxes3.tsv review.
commonwealth_flesh_victuals_excise	1	Excise on flesh and victuals	commonwealth_excise_new_impost	excise/food duty	Commonwealth	1644		1647		ended	medium	dowell_v2	Vol II, Book I ch. I, pp. 9-10	In January 1644, flesh, victuals, and salt... were added... eventually... exception of flesh and salt of home production.	Short-lived Commonwealth excise on basic food; ended before the 1647 settled list. Added from old_taxes3.tsv review.
